row_index,key,token_count
1244,YARN-1292,44
1245,YARN-1290,44
1246,YARN-1276,6
1247,YARN-1253,69
1248,YARN-1250,5
1249,YARN-1249,31
1250,YARN-1228,123
1251,YARN-1210,70
1252,YARN-1200,68
1253,YARN-1197,42
1254,YARN-1187,28
1255,YARN-1186,23
1256,YARN-1177,22
1257,YARN-1155,18
1258,YARN-1151,54
1259,YARN-1133,17
1260,YARN-1098,40
1261,YARN-1127,110
1262,YARN-1125,17
1263,YARN-1124,23
1264,YARN-1117,18
1265,YARN-1115,149
1266,YARN-1105,25
1267,YARN-1104,22
1268,YARN-1089,20
1269,YARN-1080,88
1270,YARN-1067,25
1271,YARN-1065,31
1272,YARN-1063,354
1273,YARN-1062,47
1274,YARN-1052,22
1275,YARN-1051,32
1276,YARN-1041,35
1277,YARN-1040,53
1278,YARN-1037,29
1279,YARN-1033,29
1280,YARN-1029,24
1281,YARN-1028,32
1282,YARN-1027,14
1283,YARN-1024,45
1284,YARN-1023,7
1285,YARN-1010,37
1286,YARN-1021,222
1287,YARN-1020,106
1288,YARN-1019,52
1289,YARN-1016,44
1290,YARN-1015,25
1291,YARN-1014,32
1292,YARN-1013,21
1293,YARN-1011,27
1294,YARN-1001,26
1295,YARN-1000,54
1296,YARN-997,16
1297,YARN-986,43
1298,YARN-977,57
1299,YARN-975,11
1300,YARN-972,204
1301,YARN-896,30
1302,YARN-958,91
1303,YARN-957,111
1304,YARN-953,6
1305,YARN-951,147
1306,YARN-950,49
1307,YARN-926,31
1308,YARN-925,20
1309,YARN-941,80
1310,YARN-921,24
1311,YARN-914,47
1312,YARN-913,51
1313,YARN-911,27
1314,YARN-910,31
1315,YARN-904,30
1316,YARN-875,21
1317,YARN-867,30
1318,YARN-851,18
1319,YARN-824,19
1320,YARN-813,75
1321,YARN-810,284
1322,YARN-801,28
1323,YARN-781,10
1324,YARN-789,270
1325,YARN-785,39
1326,YARN-779,68
1327,YARN-771,12
1328,YARN-747,28
1329,YARN-740,11
1330,YARN-732,54
1331,YARN-717,31
1332,YARN-714,29
1333,YARN-710,31
1334,YARN-707,13
1335,YARN-696,61
1336,YARN-694,89
1337,YARN-693,98
1338,YARN-692,32
1339,YARN-682,30
1340,YARN-679,38
1341,YARN-672,22
1342,YARN-671,7
1343,YARN-668,35
1344,YARN-666,18
1345,YARN-641,21
1346,YARN-624,37
1347,YARN-616,18
1348,YARN-613,21
1349,YARN-611,187
1350,YARN-608,38
1351,YARN-600,36
1352,YARN-599,132
1353,YARN-596,53
1354,YARN-595,15
1355,YARN-589,20
1356,YARN-582,27
1357,YARN-571,44
1358,YARN-569,420
1359,YARN-568,34
1360,YARN-567,111
1361,YARN-563,27
1362,YARN-561,44
1363,YARN-559,16
1364,YARN-558,76
1365,YARN-556,30
1366,YARN-549,47
1367,YARN-528,68
1368,YARN-521,20
1369,YARN-514,35
1370,YARN-513,15
1371,YARN-506,15
1372,YARN-494,53
1373,YARN-482,41
1374,YARN-479,20
1375,YARN-471,15
1376,YARN-462,380
1377,YARN-453,24
1378,YARN-445,58
1379,YARN-443,43
1380,YARN-438,46
1381,YARN-431,5
1382,YARN-430,32
1383,YARN-424,59
1384,YARN-423,49
1385,YARN-421,36
1386,YARN-420,75
1387,YARN-336,39
1388,YARN-419,62
1389,YARN-418,38
1390,YARN-417,12
1391,YARN-415,94
1392,YARN-405,28
1393,YARN-393,23
1394,YARN-386,25
1395,YARN-378,18
1396,YARN-373,87
1397,YARN-371,200
1398,YARN-366,82
1399,YARN-358,29
1400,YARN-333,43
1401,YARN-327,17
1402,YARN-326,40
1403,YARN-321,89
1404,YARN-314,38
1405,YARN-311,77
1406,YARN-309,6
1407,YARN-304,86
1408,YARN-291,45
1409,YARN-286,17
1410,YARN-285,74
1411,YARN-279,36
1412,YARN-276,35
1413,YARN-273,19
1414,YARN-265,25
1415,YARN-261,85
1416,YARN-257,62
1417,YARN-256,56
1418,YARN-250,106
1419,YARN-247,11
1420,YARN-238,37
1421,YARN-232,19
1422,YARN-231,13
1423,YARN-230,40
1424,YARN-222,21
1425,YARN-197,25
1426,YARN-196,17
1427,YARN-195,25
1428,YARN-191,31
1429,YARN-160,51
1430,YARN-153,55
1431,YARN-149,29
1432,YARN-128,21
1433,YARN-125,25
1434,YARN-120,24
1435,YARN-119,50
1436,YARN-118,40
1437,YARN-117,441
1438,YARN-111,21
1439,YARN-103,32
1440,YARN-91,11
1441,YARN-90,34
1442,YARN-80,49
1443,YARN-78,13
1444,YARN-74,73
1445,YARN-73,86
1446,YARN-72,40
1447,YARN-60,29
1448,YARN-45,56
1449,YARN-41,15
1450,YARN-40,14
1451,YARN-39,24
1452,YARN-34,19
1453,YARN-29,24
1454,YARN-19,116
1455,YARN-18,33
1456,YARN-3,5
1457,YARN-1,9
1458,YARN-530,28
1459,YARN-221,40
1460,YARN-3657,27
1461,YARN-3658,20
1462,YARN-4858,26
1463,YARN-6667,54
1464,YARN-6476,14
1465,YARN-5764,42
1466,YARN-6483,98
1467,YARN-5864,204
1468,YARN-5871,13
1469,YARN-6740,28
1470,YARN-7402,73
1471,YARN-7403,36
1472,YARN-8234,148
1473,YARN-8118,86
1474,YARN-7834,34
1475,YARN-7898,25
1476,YARN-7899,177
1477,YARN-8972,24
1478,YARN-9075,17
1479,YARN-9342,17
1480,YARN-9869,29
1481,YARN-9608,59
1482,YARN-8873,15
1483,YARN-8900,21
1484,YARN-9834,163
1485,YARN-9708,79
1486,YARN-10174,20
1487,YARN-10775,71
1488,YARN-10306,72
1489,YARN-10538,45
1490,YARN-10547,42
1491,YARN-10559,54
1492,YARN-10638,55
1493,YARN-10444,76
1494,YARN-10680,18
1495,YARN-10886,57
1496,YARN-10888,63
1497,YARN-11057,106
1498,YARN-10965,27
1499,YARN-11034,21
1500,YARN-11015,168
1501,YARN-11066,75
1502,YARN-11104,32
1503,YARN-11090,11
1504,YARN-11095,66
1505,YARN-11096,21
1506,YARN-11092,35
1507,YARN-11084,44
1508,YARN-11087,83
1509,YARN-11110,31
1510,YARN-11199,37
1511,YARN-11276,25
1512,YARN-11188,784
1513,YARN-11252,9
1514,YARN-11122,99
1515,YARN-11126,90
1516,YARN-11134,24
1517,YARN-11140,27
1518,YARN-11152,100
1519,YARN-11327,64
1520,YARN-11331,104
1521,YARN-11332,42
1522,YARN-11411,147
1523,YARN-11412,78
1524,YARN-11333,16
1525,YARN-11335,62
1526,YARN-11340,35
1527,YARN-11300,47
1528,YARN-11423,26
1529,YARN-11425,31
1530,YARN-11309,86
1531,YARN-11315,22
1532,YARN-11345,7
1533,YARN-11391,66
1534,YARN-11303,18
1535,YARN-11351,49
1536,YARN-11352,33
1537,YARN-11354,16
1538,YARN-11355,52
1539,YARN-11356,43
1540,YARN-11358,48
1541,YARN-11401,49
1542,YARN-11361,30
1543,YARN-11448,164
1544,YARN-11440,10
