issue_id,issue_key,project,votes,parent_key,parent_summary,has_parent,summary,description,raw_text,cleaned_text,token_list,issue_type,status,priority,reporter,assignee,created_date,updated_date,resolution_date,labels,components,fix_versions,comments,number_of_comments,comment_dates,comment_developers,bot_comment_count,human_comment_count,has_bot_comments,attachments,number_of_attachments,attachment_dates,attachment_files,has_attachments,design_decision_types
,YARN-5716,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5704,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5702,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5715,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5708,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5699,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5692,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5683,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5681,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5677,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5648,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5673,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5668,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5667,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5658,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5644,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5638,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5637,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5606,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5636,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5634,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5629,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5627,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5626,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5605,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5619,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5618,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5612,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5611,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5593,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5590,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5587,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5585,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5556,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5547,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5541,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5532,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5531,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5520,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5519,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5518,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5517,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5516,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5505,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5457,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5501,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5479,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5478,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5473,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5468,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5461,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5452,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5426,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-5413,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5412,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5411,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5410,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5408,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5407,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5406,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5396,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5392,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5391,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5390,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5357,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5387,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5386,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5385,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5384,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5366,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5355,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5352,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5342,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5261,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5330,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5329,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5328,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5327,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5326,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5325,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5324,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5321,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5307,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5304,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5295,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5292,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5290,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5281,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5280,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5256,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5255,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5225,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5220,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5218,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5215,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5211,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5207,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5202,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5177,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5175,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5140,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5139,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5137,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5113,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5086,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5085,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5081,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5079,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-5078,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5076,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5046,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5025,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5015,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5008,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-4993,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4985,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4958,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4966,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4963,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4962,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4952,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4950,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4948,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4945,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4213,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4904,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4902,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-4864,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4889,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4888,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4887,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4879,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4877,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4876,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4874,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4873,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4870,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4835,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4830,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4822,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4793,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4781,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4777,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4773,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4766,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4758,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4757,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True True
,YARN-4742,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4752,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4737,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-4730,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4726,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4725,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4724,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4719,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-4716,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4715,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4696,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4692,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4683,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4676,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4665,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4619,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4611,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4479,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4602,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4601,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4600,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4599,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4597,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4595,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4591,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4561,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4578,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4576,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4559,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4553,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4523,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4537,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4515,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4511,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3776,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4496,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4473,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4471,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4466,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-4349,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4447,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4443,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4438,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4435,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4433,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4425,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4420,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4417,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4412,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4405,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4390,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4368,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4360,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4353,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-4335,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4333,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4276,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4275,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4271,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4266,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4265,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4248,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4245,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4234,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4233,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4231,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4225,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4224,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4221,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4219,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4205,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4199,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-4197,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4195,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4194,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4193,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4189,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4186,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4181,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4176,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4166,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4162,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4161,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4132,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4129,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4125,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4117,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4108,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4097,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4094,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4093,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4091,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4088,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4080,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4077,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4075,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4074,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4070,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4062,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4061,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4059,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4056,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4041,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-4039,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-4024,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4023,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4014,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4012,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-4007,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-3998,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3997,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3983,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3981,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3980,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3955,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3970,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3969,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3964,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-3698,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3935,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3942,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3929,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3928,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3927,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3926,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-3923,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-3922,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-3920,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-3914,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3904,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3901,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3895,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3887,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3870,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3867,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3866,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3864,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3863,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-3851,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-3822,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
