issue_id,issue_key,project,votes,parent_key,parent_summary,has_parent,summary,description,raw_text,cleaned_text,token_list,issue_type,status,priority,reporter,assignee,created_date,updated_date,resolution_date,labels,components,fix_versions,comments,number_of_comments,comment_dates,comment_developers,bot_comment_count,human_comment_count,has_bot_comments,attachments,number_of_attachments,attachment_dates,attachment_files,has_attachments,design_decision_types
,YARN-8104,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8103,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8100,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8092,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8081,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8080,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7307,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8065,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8052,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8042,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8038,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8018,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8015,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8014,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8013,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-8007,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7996,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7976,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7974,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7972,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7939,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7934,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7931,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7930,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7929,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7904,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7923,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7900,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7882,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-7876,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7871,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7863,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7858,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7856,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7854,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7848,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7847,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7842,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7839,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7831,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7825,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7812,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7806,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7606,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7790,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7778,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7774,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7724,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7713,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7707,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7694,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7686,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7672,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7670,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7669,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7666,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7662,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7660,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7657,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7655,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7653,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7033,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7643,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7634,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7622,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7621,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7612,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7605,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7599,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7583,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7540,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7530,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7522,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7520,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7506,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True True
,YARN-7495,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7494,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7492,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7481,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True True
,YARN-7473,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7469,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7468,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7457,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7441,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7438,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7423,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7419,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7405,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7399,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7384,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7376,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7368,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7297,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7292,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7282,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7273,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7272,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7271,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7265,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7250,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7224,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-7218,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7217,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7215,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7193,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7192,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-1637,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7159,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7158,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7142,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7129,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7127,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7117,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7109,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7107,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7097,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7096,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7095,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7079,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7069,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7061,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7059,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7055,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7054,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7053,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7037,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-1636,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7031,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7019,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7018,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7017,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7016,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7010,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-7006,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-7005,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7004,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-7003,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6963,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6960,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-1635,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-6947,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6936,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6915,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-6903,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6896,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6889,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6877,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6876,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6875,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6858,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6857,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6855,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6848,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6842,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6839,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6829,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6828,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-1634,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6820,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6791,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6789,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6777,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6774,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6753,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-1633,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6734,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6733,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6724,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6573,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6704,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6691,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6688,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6679,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6671,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6670,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6669,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6636,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6634,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6612,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6626,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-6621,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6620,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6601,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6599,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6596,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6592,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6586,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True True
,YARN-6569,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6567,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6527,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6524,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6521,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6511,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6507,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6484,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6469,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6466,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6462,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6449,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6440,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6426,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6407,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6401,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6398,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6396,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6390,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6345,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6369,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6366,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6364,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6358,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6357,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6355,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6347,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6320,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6314,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6306,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6282,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6266,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6255,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6254,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6234,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6224,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6223,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-6207,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6192,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6179,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6167,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6162,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6161,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6160,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6137,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6127,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-1474,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6121,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6101,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6100,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6099,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6095,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6080,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6069,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6067,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6058,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6045,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-6043,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-6040,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-6037,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6011,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6008,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-6005,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5990,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5984,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5983,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True True
,YARN-5972,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5955,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5953,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5952,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5949,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5940,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5932,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5910,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5906,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5905,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5900,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5889,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5887,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5886,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5883,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False True False
,YARN-5881,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5872,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5869,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5860,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5846,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5832,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5820,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-2215,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5789,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False True
,YARN-5780,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5769,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5761,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5740,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5739,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
,YARN-5734,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5732,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5727,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5724,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True True False
,YARN-5718,YARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True False False
